Virginia Department of Education,,,,,,,,,,,,,,,,,,,,,
"2015-2016 Student Membership by School (Grade, Ethnicity, & Gender)",,,,,,,,,,,,,,,,,,,,,
(11/18/2015),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Division No.,Division Name,School No.,School Name,Grade,Hispanic/ of any Race Male,Hispanic/ of any Race Female,"American Indian/Alaska Native 
Male","American Indian/Alaska Native 
Female",Asian Male,Asian Female,Black or African American Male,Black or African American Female,"Native Hawaiian/
Pacific Islander 
Male","Native Hawaiian/
Pacific Islander Female","White
Male",White Female,"Two or more races  (Non-Hispanic)
Male","Two or more races (Non-Hispanic)
Female","Total
Full-time Students",Part-time Students,"Total 
Full-time & Part-time Students"
117,NEWPORT NEWS CITY PBLC SCHS,"1,404",ACHIEVABLE DREAM ACADEMY,5,1,1,0,0,0,0,33,44,0,0,1,1,0,1,82,0,82
117,NEWPORT NEWS CITY PBLC SCHS,"1,404",ACHIEVABLE DREAM ACADEMY,KG,0,1,1,0,0,0,63,58,0,0,2,2,2,2,131,0,131
117,NEWPORT NEWS CITY PBLC SCHS,"1,405",ACHIEVABLE DREAM MIDDLE/HIGH,6,1,3,0,0,0,0,35,49,0,0,0,0,0,1,89,0,89
117,NEWPORT NEWS CITY PBLC SCHS,"1,405",ACHIEVABLE DREAM MIDDLE/HIGH,7,2,2,0,1,0,0,40,41,0,0,2,1,1,1,91,0,91
117,NEWPORT NEWS CITY PBLC SCHS,"1,405",ACHIEVABLE DREAM MIDDLE/HIGH,8,2,3,0,0,0,0,39,26,0,0,1,0,1,1,73,0,73
117,NEWPORT NEWS CITY PBLC SCHS,"1,405",ACHIEVABLE DREAM MIDDLE/HIGH,9,0,4,0,0,0,0,23,38,0,0,0,0,0,0,65,0,65
117,NEWPORT NEWS CITY PBLC SCHS,"1,405",ACHIEVABLE DREAM MIDDLE/HIGH,10,2,2,0,0,0,0,13,33,0,0,0,1,0,0,51,0,51
117,NEWPORT NEWS CITY PBLC SCHS,"1,405",ACHIEVABLE DREAM MIDDLE/HIGH,11,0,1,0,0,0,0,31,36,0,0,0,0,0,0,68,0,68
117,NEWPORT NEWS CITY PBLC SCHS,"1,405",ACHIEVABLE DREAM MIDDLE/HIGH,12,0,2,0,0,0,0,24,30,0,0,0,0,0,0,56,0,56
117,NEWPORT NEWS CITY PBLC SCHS,"1,250",B.C. CHARLES ELEM,1,3,3,0,0,1,1,5,10,0,0,16,17,1,6,63,0,63
117,NEWPORT NEWS CITY PBLC SCHS,"1,250",B.C. CHARLES ELEM,2,3,4,1,0,1,1,8,8,0,0,10,24,3,5,68,0,68
117,NEWPORT NEWS CITY PBLC SCHS,"1,250",B.C. CHARLES ELEM,3,6,8,0,0,3,2,31,25,0,0,21,21,5,4,126,0,126
117,NEWPORT NEWS CITY PBLC SCHS,"1,250",B.C. CHARLES ELEM,4,7,4,0,0,2,1,24,26,0,0,19,16,4,2,105,0,105
117,NEWPORT NEWS CITY PBLC SCHS,"1,250",B.C. CHARLES ELEM,5,4,2,0,0,4,2,24,23,0,0,15,14,4,1,93,0,93
117,NEWPORT NEWS CITY PBLC SCHS,"1,250",B.C. CHARLES ELEM,KG,2,5,0,0,1,1,13,6,0,0,18,16,4,2,68,0,68
117,NEWPORT NEWS CITY PBLC SCHS,110,B.T. WASHINGTON MIDDLE,6,2,5,0,0,0,0,32,39,0,0,34,34,4,5,155,0,155
117,NEWPORT NEWS CITY PBLC SCHS,110,B.T. WASHINGTON MIDDLE,7,7,5,0,1,2,1,33,33,0,0,27,24,4,3,140,0,140
117,NEWPORT NEWS CITY PBLC SCHS,110,B.T. WASHINGTON MIDDLE,8,6,5,0,0,2,0,30,40,0,0,24,28,2,3,140,0,140
117,NEWPORT NEWS CITY PBLC SCHS,"1,170",CARVER ELEM,1,8,2,0,0,0,0,47,47,0,0,12,6,2,5,129,0,129
117,NEWPORT NEWS CITY PBLC SCHS,"1,170",CARVER ELEM,2,10,8,0,0,0,1,42,45,0,0,7,7,4,3,127,0,127
117,NEWPORT NEWS CITY PBLC SCHS,"1,170",CARVER ELEM,3,8,9,0,0,0,0,35,39,0,0,9,7,2,4,113,0,113
117,NEWPORT NEWS CITY PBLC SCHS,"1,170",CARVER ELEM,4,8,8,0,0,1,0,41,40,0,0,6,8,3,2,117,0,117
117,NEWPORT NEWS CITY PBLC SCHS,"1,170",CARVER ELEM,5,11,2,0,0,1,0,35,40,0,0,13,11,3,1,117,0,117
117,NEWPORT NEWS CITY PBLC SCHS,"1,170",CARVER ELEM,KG,8,10,0,0,1,0,40,31,0,0,13,10,3,4,120,0,120
117,NEWPORT NEWS CITY PBLC SCHS,"1,170",CARVER ELEM,PK,1,1,0,0,0,0,4,1,0,0,1,1,2,1,12,0,12
117,NEWPORT NEWS CITY PBLC SCHS,"1,393",CRITTENDEN MIDDLE,6,23,9,0,1,2,1,102,101,1,0,34,21,9,6,310,0,310
117,NEWPORT NEWS CITY PBLC SCHS,"1,393",CRITTENDEN MIDDLE,7,12,5,1,1,4,1,122,95,0,0,34,16,6,4,301,0,301
117,NEWPORT NEWS CITY PBLC SCHS,"1,393",CRITTENDEN MIDDLE,8,16,6,0,0,3,4,92,96,0,0,25,21,3,2,268,0,268
117,NEWPORT NEWS CITY PBLC SCHS,50,DAVID A. DUTROW ELEM,1,3,9,0,0,1,1,19,24,0,0,9,9,6,3,84,0,84
117,NEWPORT NEWS CITY PBLC SCHS,50,DAVID A. DUTROW ELEM,2,9,9,0,0,1,0,19,22,0,1,7,7,4,6,85,0,85
117,NEWPORT NEWS CITY PBLC SCHS,50,DAVID A. DUTROW ELEM,3,5,5,0,2,1,1,22,22,0,0,5,6,2,3,74,0,74
117,NEWPORT NEWS CITY PBLC SCHS,50,DAVID A. DUTROW ELEM,4,4,5,0,0,1,4,18,20,0,0,6,5,2,4,69,0,69
117,NEWPORT NEWS CITY PBLC SCHS,50,DAVID A. DUTROW ELEM,5,5,9,0,0,0,4,20,14,0,1,5,5,0,1,64,0,64
117,NEWPORT NEWS CITY PBLC SCHS,50,DAVID A. DUTROW ELEM,KG,8,9,0,0,2,1,16,16,0,1,6,11,2,5,77,0,77
117,NEWPORT NEWS CITY PBLC SCHS,"1,398",DEER PARK ELEM,1,4,10,1,0,1,4,11,12,0,0,14,27,3,2,89,0,89
117,NEWPORT NEWS CITY PBLC SCHS,"1,398",DEER PARK ELEM,2,8,3,0,0,1,0,12,11,1,0,26,28,2,4,96,0,96
117,NEWPORT NEWS CITY PBLC SCHS,"1,398",DEER PARK ELEM,3,2,3,0,0,1,1,20,18,0,1,26,11,2,4,89,0,89
117,NEWPORT NEWS CITY PBLC SCHS,"1,398",DEER PARK ELEM,4,5,1,0,0,2,2,13,19,0,0,17,21,6,6,92,0,92
117,NEWPORT NEWS CITY PBLC SCHS,"1,398",DEER PARK ELEM,5,4,2,0,0,1,3,21,18,1,0,16,19,3,0,88,0,88
117,NEWPORT NEWS CITY PBLC SCHS,"1,398",DEER PARK ELEM,KG,1,4,0,0,1,0,9,12,0,0,20,21,2,2,72,0,72
117,NEWPORT NEWS CITY PBLC SCHS,"1,402",DENBIGH EARLY CHILDHOOD CENTER,PK,47,44,0,1,10,11,127,105,0,0,69,67,23,26,530,0,530
117,NEWPORT NEWS CITY PBLC SCHS,280,DENBIGH HIGH,9,29,20,0,0,7,6,119,73,0,1,62,23,4,6,350,0,350
117,NEWPORT NEWS CITY PBLC SCHS,280,DENBIGH HIGH,10,26,24,0,1,5,4,111,87,0,0,62,38,11,3,372,0,372
117,NEWPORT NEWS CITY PBLC SCHS,280,DENBIGH HIGH,11,29,10,1,0,6,12,90,82,1,0,46,24,8,2,311,0,311
117,NEWPORT NEWS CITY PBLC SCHS,280,DENBIGH HIGH,12,21,16,1,0,10,10,78,68,1,0,50,20,1,4,280,0,280
117,NEWPORT NEWS CITY PBLC SCHS,"1,260",ETHEL M. GILDERSLEEVE MIDDLE,6,27,15,2,0,7,8,48,40,2,0,91,87,4,7,338,0,338
117,NEWPORT NEWS CITY PBLC SCHS,"1,260",ETHEL M. GILDERSLEEVE MIDDLE,7,19,28,1,0,7,9,54,58,0,0,85,70,12,5,348,0,348
117,NEWPORT NEWS CITY PBLC SCHS,"1,260",ETHEL M. GILDERSLEEVE MIDDLE,8,28,17,1,2,4,5,59,53,0,0,91,94,7,6,367,0,367
117,NEWPORT NEWS CITY PBLC SCHS,"1,408",GATEWOOD ACADEMY,PK,3,0,0,0,0,0,22,9,0,0,14,2,4,3,57,0,57
117,NEWPORT NEWS CITY PBLC SCHS,"1,407",GENERAL STANFORD ELEM,1,10,11,1,2,0,1,5,10,0,1,17,17,4,4,83,0,83
117,NEWPORT NEWS CITY PBLC SCHS,"1,407",GENERAL STANFORD ELEM,2,8,10,0,1,2,0,7,6,1,0,14,17,9,7,82,0,82
117,NEWPORT NEWS CITY PBLC SCHS,"1,407",GENERAL STANFORD ELEM,3,6,7,1,1,1,1,8,8,0,1,10,14,7,6,71,0,71
117,NEWPORT NEWS CITY PBLC SCHS,"1,407",GENERAL STANFORD ELEM,4,7,6,0,0,0,0,7,7,1,1,12,14,6,3,64,0,64
117,NEWPORT NEWS CITY PBLC SCHS,"1,407",GENERAL STANFORD ELEM,5,6,10,1,0,0,0,7,7,0,0,13,15,5,8,72,0,72
117,NEWPORT NEWS CITY PBLC SCHS,"1,407",GENERAL STANFORD ELEM,KG,11,10,0,0,1,1,5,10,2,0,23,24,11,5,103,0,103
117,NEWPORT NEWS CITY PBLC SCHS,70,GEORGE J. MCINTOSH ELEM,1,6,5,0,0,1,3,23,25,0,0,2,4,5,8,82,0,82
117,NEWPORT NEWS CITY PBLC SCHS,70,GEORGE J. MCINTOSH ELEM,2,7,6,0,0,0,0,25,19,0,0,4,7,3,2,73,0,73
117,NEWPORT NEWS CITY PBLC SCHS,70,GEORGE J. MCINTOSH ELEM,3,14,11,0,0,0,1,28,22,0,0,5,8,2,3,94,0,94
117,NEWPORT NEWS CITY PBLC SCHS,70,GEORGE J. MCINTOSH ELEM,4,4,6,0,0,2,0,24,19,0,0,2,3,1,1,62,0,62
117,NEWPORT NEWS CITY PBLC SCHS,70,GEORGE J. MCINTOSH ELEM,5,4,3,0,0,1,0,15,22,0,0,5,4,2,3,59,0,59
117,NEWPORT NEWS CITY PBLC SCHS,70,GEORGE J. MCINTOSH ELEM,KG,9,8,0,0,3,0,23,24,0,0,3,8,3,1,82,0,82
117,NEWPORT NEWS CITY PBLC SCHS,70,GEORGE J. MCINTOSH ELEM,PK,1,0,0,0,0,2,9,1,0,0,5,2,2,2,24,0,24
117,NEWPORT NEWS CITY PBLC SCHS,"1,395",HERITAGE HIGH,9,12,10,0,1,2,0,171,158,0,0,14,7,5,3,383,0,383
117,NEWPORT NEWS CITY PBLC SCHS,"1,395",HERITAGE HIGH,10,11,6,1,0,2,0,150,160,0,1,25,10,5,0,371,0,371
117,NEWPORT NEWS CITY PBLC SCHS,"1,395",HERITAGE HIGH,11,10,10,0,0,0,0,148,130,0,0,23,8,4,1,334,0,334
117,NEWPORT NEWS CITY PBLC SCHS,"1,395",HERITAGE HIGH,12,5,5,1,0,0,0,109,121,0,1,9,8,2,1,262,0,262
117,NEWPORT NEWS CITY PBLC SCHS,"1,210",HIDENWOOD ELEM,1,11,5,0,0,1,1,18,24,0,0,14,12,1,3,90,0,90
117,NEWPORT NEWS CITY PBLC SCHS,"1,210",HIDENWOOD ELEM,2,5,5,0,0,0,0,23,25,0,0,19,6,0,3,86,0,86
117,NEWPORT NEWS CITY PBLC SCHS,"1,210",HIDENWOOD ELEM,3,9,7,0,0,1,0,31,36,0,0,20,7,3,3,117,0,117
117,NEWPORT NEWS CITY PBLC SCHS,"1,210",HIDENWOOD ELEM,4,7,3,0,0,0,0,36,37,0,0,10,7,2,3,105,0,105
117,NEWPORT NEWS CITY PBLC SCHS,"1,210",HIDENWOOD ELEM,5,5,10,0,0,1,0,33,33,0,1,14,11,1,7,116,0,116
117,NEWPORT NEWS CITY PBLC SCHS,"1,210",HIDENWOOD ELEM,KG,12,4,1,0,1,2,24,20,0,0,17,17,1,1,100,0,100
117,NEWPORT NEWS CITY PBLC SCHS,"1,080",HILTON ELEM,1,2,5,0,1,1,1,5,8,0,0,23,20,2,2,70,0,70
117,NEWPORT NEWS CITY PBLC SCHS,"1,080",HILTON ELEM,2,6,5,0,0,0,1,6,2,0,0,28,13,4,5,70,0,70
117,NEWPORT NEWS CITY PBLC SCHS,"1,080",HILTON ELEM,3,1,2,0,0,0,2,11,5,0,0,16,28,1,4,70,0,70
117,NEWPORT NEWS CITY PBLC SCHS,"1,080",HILTON ELEM,4,2,5,1,0,0,2,6,9,0,0,17,23,4,3,72,0,72
117,NEWPORT NEWS CITY PBLC SCHS,"1,080",HILTON ELEM,5,4,3,0,0,2,0,4,9,0,1,24,12,3,1,63,0,63
117,NEWPORT NEWS CITY PBLC SCHS,"1,080",HILTON ELEM,KG,1,7,0,0,0,0,2,2,0,0,21,17,0,1,51,0,51
117,NEWPORT NEWS CITY PBLC SCHS,"1,270",HOMER L. HINES MIDDLE,6,27,19,0,0,2,3,66,71,1,0,48,40,9,7,293,0,293
117,NEWPORT NEWS CITY PBLC SCHS,"1,270",HOMER L. HINES MIDDLE,7,21,17,0,1,2,5,65,69,1,6,50,34,7,7,285,0,285
117,NEWPORT NEWS CITY PBLC SCHS,"1,270",HOMER L. HINES MIDDLE,8,17,15,0,2,4,4,80,77,0,0,43,50,8,5,305,0,305
117,NEWPORT NEWS CITY PBLC SCHS,"1,240",HORACE H. EPES ELEM,1,7,18,0,0,1,1,28,23,0,0,10,8,3,5,104,0,104
117,NEWPORT NEWS CITY PBLC SCHS,"1,240",HORACE H. EPES ELEM,2,18,9,0,0,1,2,27,22,1,0,9,7,6,4,106,0,106
117,NEWPORT NEWS CITY PBLC SCHS,"1,240",HORACE H. EPES ELEM,3,9,5,0,0,0,3,19,27,0,0,6,8,4,4,85,0,85
117,NEWPORT NEWS CITY PBLC SCHS,"1,240",HORACE H. EPES ELEM,4,9,8,0,0,3,0,22,13,1,0,4,4,1,6,71,0,71
117,NEWPORT NEWS CITY PBLC SCHS,"1,240",HORACE H. EPES ELEM,5,7,9,0,0,1,1,28,17,0,0,6,3,1,0,73,0,73
117,NEWPORT NEWS CITY PBLC SCHS,"1,240",HORACE H. EPES ELEM,KG,10,9,0,0,2,2,40,19,0,0,12,4,2,0,100,0,100
117,NEWPORT NEWS CITY PBLC SCHS,"1,240",HORACE H. EPES ELEM,PK,2,0,0,0,0,0,3,1,0,0,0,1,2,0,9,0,9
117,NEWPORT NEWS CITY PBLC SCHS,91,HUNTINGTON MIDDLE,6,3,2,0,0,0,0,68,80,0,0,2,1,0,1,157,0,157
117,NEWPORT NEWS CITY PBLC SCHS,91,HUNTINGTON MIDDLE,7,2,1,0,0,0,0,88,85,0,0,1,3,3,1,184,0,184
117,NEWPORT NEWS CITY PBLC SCHS,91,HUNTINGTON MIDDLE,8,3,1,0,0,0,0,77,91,0,0,2,1,2,1,178,0,178
117,NEWPORT NEWS CITY PBLC SCHS,20,J.M. DOZIER MIDDLE,6,26,38,0,0,11,12,69,86,0,2,48,55,16,9,372,0,372
117,NEWPORT NEWS CITY PBLC SCHS,20,J.M. DOZIER MIDDLE,7,20,35,1,0,10,5,102,79,2,1,42,44,12,4,357,0,357
117,NEWPORT NEWS CITY PBLC SCHS,20,J.M. DOZIER MIDDLE,8,34,33,0,0,11,8,91,86,0,0,47,38,9,8,365,0,365
117,NEWPORT NEWS CITY PBLC SCHS,"1,411",JOHN MARSHALL EARLY CHILDHOOD CTR,KG,3,2,0,0,0,0,50,62,1,0,0,3,1,0,122,0,122
117,NEWPORT NEWS CITY PBLC SCHS,"1,411",JOHN MARSHALL EARLY CHILDHOOD CTR,PK,4,2,0,1,0,0,96,93,0,0,1,2,3,2,204,0,204
117,NEWPORT NEWS CITY PBLC SCHS,300,JOSEPH H. SAUNDERS ELEM,1,14,14,0,0,0,1,28,33,0,0,16,13,6,8,133,0,133
117,NEWPORT NEWS CITY PBLC SCHS,300,JOSEPH H. SAUNDERS ELEM,2,18,11,0,0,0,1,26,29,0,0,17,12,5,3,122,0,122
117,NEWPORT NEWS CITY PBLC SCHS,300,JOSEPH H. SAUNDERS ELEM,3,15,6,0,0,1,0,31,22,0,1,20,12,3,5,116,0,116
117,NEWPORT NEWS CITY PBLC SCHS,300,JOSEPH H. SAUNDERS ELEM,4,8,11,0,0,0,1,26,21,1,1,18,10,3,3,103,0,103
117,NEWPORT NEWS CITY PBLC SCHS,300,JOSEPH H. SAUNDERS ELEM,5,8,7,0,0,1,0,19,33,0,2,17,12,4,4,107,0,107
117,NEWPORT NEWS CITY PBLC SCHS,300,JOSEPH H. SAUNDERS ELEM,KG,5,8,0,0,0,1,27,30,0,0,14,9,4,5,103,0,103
117,NEWPORT NEWS CITY PBLC SCHS,"1,290",KILN CREEK ELEM,1,6,9,1,0,3,2,27,26,0,0,20,8,7,7,116,0,116
117,NEWPORT NEWS CITY PBLC SCHS,"1,290",KILN CREEK ELEM,2,11,9,0,0,0,3,23,34,1,0,19,15,3,10,128,0,128
117,NEWPORT NEWS CITY PBLC SCHS,"1,290",KILN CREEK ELEM,3,4,14,0,0,0,6,27,26,0,0,19,14,10,9,129,0,129
117,NEWPORT NEWS CITY PBLC SCHS,"1,290",KILN CREEK ELEM,4,6,6,0,0,5,3,26,30,0,0,17,9,4,4,110,0,110
117,NEWPORT NEWS CITY PBLC SCHS,"1,290",KILN CREEK ELEM,5,5,5,1,1,1,5,28,26,0,0,19,8,7,2,108,0,108
117,NEWPORT NEWS CITY PBLC SCHS,"1,290",KILN CREEK ELEM,KG,13,6,0,0,4,1,27,26,0,0,14,13,3,6,113,0,113
117,NEWPORT NEWS CITY PBLC SCHS,200,L.F. PALMER ELEM,1,11,12,0,0,0,0,21,20,0,0,5,8,4,2,83,0,83
117,NEWPORT NEWS CITY PBLC SCHS,200,L.F. PALMER ELEM,2,13,6,0,0,0,0,16,25,0,1,8,7,5,3,84,0,84
117,NEWPORT NEWS CITY PBLC SCHS,200,L.F. PALMER ELEM,3,17,20,0,0,1,0,23,32,1,0,7,6,2,2,111,0,111
117,NEWPORT NEWS CITY PBLC SCHS,200,L.F. PALMER ELEM,4,10,11,0,0,1,0,26,27,0,1,4,9,1,3,93,0,93
117,NEWPORT NEWS CITY PBLC SCHS,200,L.F. PALMER ELEM,5,11,10,1,1,1,0,35,28,0,0,6,3,3,4,103,0,103
117,NEWPORT NEWS CITY PBLC SCHS,200,L.F. PALMER ELEM,KG,17,13,0,0,1,1,17,13,0,0,5,9,3,2,81,0,81
117,NEWPORT NEWS CITY PBLC SCHS,200,L.F. PALMER ELEM,PK,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
117,NEWPORT NEWS CITY PBLC SCHS,"1,409",LEE HALL EARLY CHILDHOOD CENTER,PK,24,15,0,0,3,0,32,40,0,0,14,23,13,14,178,0,178
117,NEWPORT NEWS CITY PBLC SCHS,"1,180",LEE HALL ELEM,1,3,11,0,1,2,0,32,33,1,0,9,5,8,8,113,0,113
117,NEWPORT NEWS CITY PBLC SCHS,"1,180",LEE HALL ELEM,2,3,9,0,1,0,1,23,34,0,1,6,6,7,9,100,0,100
117,NEWPORT NEWS CITY PBLC SCHS,"1,180",LEE HALL ELEM,3,5,2,0,1,2,2,26,21,1,0,6,10,7,1,84,0,84
117,NEWPORT NEWS CITY PBLC SCHS,"1,180",LEE HALL ELEM,4,12,5,0,0,2,0,30,28,0,0,8,7,7,2,101,0,101
117,NEWPORT NEWS CITY PBLC SCHS,"1,180",LEE HALL ELEM,5,11,5,0,0,3,1,27,24,0,0,8,3,4,3,89,0,89
117,NEWPORT NEWS CITY PBLC SCHS,"1,180",LEE HALL ELEM,KG,12,8,0,2,1,0,28,29,1,0,11,11,4,3,110,0,110
117,NEWPORT NEWS CITY PBLC SCHS,"1,180",LEE HALL ELEM,PK,2,0,0,0,0,0,2,3,0,0,6,1,1,1,16,0,16
117,NEWPORT NEWS CITY PBLC SCHS,130,MAGRUDER ELEM,1,1,0,0,0,0,0,49,41,0,0,2,2,3,4,102,0,102
117,NEWPORT NEWS CITY PBLC SCHS,130,MAGRUDER ELEM,2,5,2,0,0,0,0,69,85,0,0,1,0,1,3,166,0,166
117,NEWPORT NEWS CITY PBLC SCHS,130,MAGRUDER ELEM,KG,1,2,0,0,0,0,39,36,0,0,2,1,2,3,86,0,86
117,NEWPORT NEWS CITY PBLC SCHS,130,MAGRUDER ELEM,PK,0,0,0,0,0,0,6,1,0,0,1,0,0,0,8,0,8
117,NEWPORT NEWS CITY PBLC SCHS,"1,400",MARY PASSAGE MIDDLE,6,15,23,0,0,6,3,83,72,2,1,26,28,9,7,275,0,275
117,NEWPORT NEWS CITY PBLC SCHS,"1,400",MARY PASSAGE MIDDLE,7,25,13,0,1,5,5,91,96,3,0,25,30,9,6,309,0,309
117,NEWPORT NEWS CITY PBLC SCHS,"1,400",MARY PASSAGE MIDDLE,8,25,33,2,1,3,7,103,73,1,0,30,42,2,2,324,0,324
117,NEWPORT NEWS CITY PBLC SCHS,"1,220",MENCHVILLE HIGH,9,19,16,1,0,6,5,91,73,0,0,90,98,13,8,420,0,420
117,NEWPORT NEWS CITY PBLC SCHS,"1,220",MENCHVILLE HIGH,10,15,23,1,1,4,9,79,74,0,0,119,93,3,6,427,0,427
117,NEWPORT NEWS CITY PBLC SCHS,"1,220",MENCHVILLE HIGH,11,7,19,2,0,7,8,84,64,0,0,99,81,2,7,380,0,380
117,NEWPORT NEWS CITY PBLC SCHS,"1,220",MENCHVILLE HIGH,12,15,8,0,1,6,6,68,65,0,0,82,93,5,2,351,0,351
117,NEWPORT NEWS CITY PBLC SCHS,"1,120",NEWSOME PARK ELEM,1,8,5,0,0,0,0,48,49,0,0,2,0,4,1,117,0,117
117,NEWPORT NEWS CITY PBLC SCHS,"1,120",NEWSOME PARK ELEM,2,3,3,0,1,0,0,36,33,0,0,2,1,1,1,81,0,81
117,NEWPORT NEWS CITY PBLC SCHS,"1,120",NEWSOME PARK ELEM,3,5,7,0,0,0,0,45,32,0,0,0,1,5,0,95,0,95
117,NEWPORT NEWS CITY PBLC SCHS,"1,120",NEWSOME PARK ELEM,4,3,2,0,0,0,0,43,45,0,0,2,1,2,3,101,0,101
117,NEWPORT NEWS CITY PBLC SCHS,"1,120",NEWSOME PARK ELEM,5,5,4,0,0,1,0,40,30,0,0,0,0,0,3,83,0,83
117,NEWPORT NEWS CITY PBLC SCHS,"1,120",NEWSOME PARK ELEM,KG,0,0,0,0,0,0,3,0,0,0,0,1,0,0,4,0,4
117,NEWPORT NEWS CITY PBLC SCHS,150,OLIVER C. GREENWOOD ELEM,1,16,15,0,0,1,2,25,15,0,0,6,13,4,4,101,0,101
117,NEWPORT NEWS CITY PBLC SCHS,150,OLIVER C. GREENWOOD ELEM,2,17,14,0,0,1,0,39,36,0,0,13,12,3,9,144,0,144
117,NEWPORT NEWS CITY PBLC SCHS,150,OLIVER C. GREENWOOD ELEM,3,13,9,0,0,0,0,36,22,1,1,16,9,5,6,118,0,118
117,NEWPORT NEWS CITY PBLC SCHS,150,OLIVER C. GREENWOOD ELEM,4,8,6,1,0,2,2,33,20,1,0,11,8,4,5,101,0,101
117,NEWPORT NEWS CITY PBLC SCHS,150,OLIVER C. GREENWOOD ELEM,5,10,5,0,0,1,0,21,27,0,0,11,17,6,6,104,0,104
117,NEWPORT NEWS CITY PBLC SCHS,150,OLIVER C. GREENWOOD ELEM,KG,13,16,0,0,0,0,27,22,0,0,9,9,5,6,107,0,107
117,NEWPORT NEWS CITY PBLC SCHS,310,R.O. NELSON ELEM,1,13,8,0,0,3,2,8,16,0,0,12,20,7,1,90,0,90
117,NEWPORT NEWS CITY PBLC SCHS,310,R.O. NELSON ELEM,2,8,7,1,0,2,1,18,17,0,0,20,15,4,8,101,0,101
117,NEWPORT NEWS CITY PBLC SCHS,310,R.O. NELSON ELEM,3,7,12,0,1,3,2,23,20,0,0,18,21,1,6,114,0,114
117,NEWPORT NEWS CITY PBLC SCHS,310,R.O. NELSON ELEM,4,7,8,0,0,2,3,23,18,0,0,24,18,4,6,113,0,113
117,NEWPORT NEWS CITY PBLC SCHS,310,R.O. NELSON ELEM,5,11,9,0,1,2,1,21,22,0,0,22,20,4,2,115,0,115
117,NEWPORT NEWS CITY PBLC SCHS,310,R.O. NELSON ELEM,KG,8,6,0,1,1,1,21,11,0,2,12,20,2,6,91,0,91
117,NEWPORT NEWS CITY PBLC SCHS,310,R.O. NELSON ELEM,PK,3,1,0,0,1,0,6,1,0,0,1,3,0,0,16,0,16
117,NEWPORT NEWS CITY PBLC SCHS,270,RICHARD T. YATES ELEM,1,1,6,0,0,1,0,9,11,0,0,20,20,5,6,79,0,79
117,NEWPORT NEWS CITY PBLC SCHS,270,RICHARD T. YATES ELEM,2,1,1,0,0,1,0,17,10,1,0,22,20,8,3,84,0,84
117,NEWPORT NEWS CITY PBLC SCHS,270,RICHARD T. YATES ELEM,3,3,2,0,0,2,1,16,17,0,0,26,9,3,3,82,0,82
117,NEWPORT NEWS CITY PBLC SCHS,270,RICHARD T. YATES ELEM,4,3,2,0,0,0,1,23,14,0,0,23,19,3,4,92,0,92
117,NEWPORT NEWS CITY PBLC SCHS,270,RICHARD T. YATES ELEM,5,5,3,1,0,0,2,21,23,0,0,10,16,6,2,89,0,89
117,NEWPORT NEWS CITY PBLC SCHS,270,RICHARD T. YATES ELEM,KG,2,3,0,0,1,1,10,8,0,0,10,20,2,4,61,0,61
117,NEWPORT NEWS CITY PBLC SCHS,"1,230",RICHNECK ELEM,1,5,15,1,0,1,3,23,14,0,0,12,25,4,1,104,0,104
117,NEWPORT NEWS CITY PBLC SCHS,"1,230",RICHNECK ELEM,2,13,10,0,1,1,2,21,28,1,0,19,14,7,10,127,0,127
117,NEWPORT NEWS CITY PBLC SCHS,"1,230",RICHNECK ELEM,3,7,7,0,0,2,1,24,31,1,0,27,13,9,7,129,0,129
117,NEWPORT NEWS CITY PBLC SCHS,"1,230",RICHNECK ELEM,4,4,8,0,0,4,3,25,21,1,0,25,14,6,7,118,0,118
117,NEWPORT NEWS CITY PBLC SCHS,"1,230",RICHNECK ELEM,5,10,3,2,0,0,1,25,36,1,0,21,16,4,5,124,0,124
117,NEWPORT NEWS CITY PBLC SCHS,"1,230",RICHNECK ELEM,KG,8,6,1,1,0,0,20,27,0,0,22,17,6,5,113,0,113
117,NEWPORT NEWS CITY PBLC SCHS,"1,150",RIVERSIDE ELEM,1,8,4,1,0,1,1,8,13,0,0,26,18,3,4,87,0,87
117,NEWPORT NEWS CITY PBLC SCHS,"1,150",RIVERSIDE ELEM,2,5,6,0,0,1,1,13,8,0,0,22,16,1,2,75,0,75
117,NEWPORT NEWS CITY PBLC SCHS,"1,150",RIVERSIDE ELEM,3,8,8,0,0,0,0,28,20,0,0,32,24,6,0,126,0,126
117,NEWPORT NEWS CITY PBLC SCHS,"1,150",RIVERSIDE ELEM,4,5,9,0,0,1,0,15,21,0,0,31,24,3,1,110,0,110
117,NEWPORT NEWS CITY PBLC SCHS,"1,150",RIVERSIDE ELEM,5,8,6,0,0,0,2,20,18,0,0,29,22,3,2,110,0,110
117,NEWPORT NEWS CITY PBLC SCHS,"1,150",RIVERSIDE ELEM,KG,2,1,0,0,0,3,7,15,0,0,7,20,4,4,63,0,63
117,NEWPORT NEWS CITY PBLC SCHS,250,SEDGEFIELD ELEM,1,5,4,0,0,1,1,28,26,0,0,15,7,0,2,89,0,89
