"","Div.Num","Sch.Num","Level","Div.Name","School.Name.sdh","School.Type","Low.Grade","High.Grade","Subject","Subgroup","X2013.2014.Pass.Rate","X2014.2015.Pass.Rate","X2015.2016.Pass.Rate","Division.Name.ad","School.Name.acd","School.Accreditation.Rating","English","Met.English","Mathematics","Met.Mathematics","History","Met.History","Science","Met.Science","GCI","Met.GCI","Division.Name.ed","School.Name","Grade","Hispanic..of.any.Race.Male","Hispanic..of.any.Race.Female","American.Indian.Alaska.Native..Male","American.Indian.Alaska.Native..Female","Asian.Male","Asian.Female","Black.or.African.American.Male","Black.or.African.American.Female","Native.Hawaiian..Pacific.Islander..Male","Native.Hawaiian..Pacific.Islander.Female","White.Male","White.Female","Two.or.more.races...Non.Hispanic..Male","Two.or.more.races..Non.Hispanic..Female","Total.Full.time.Students","Part.time.Students","Total..Full.time...Part.time.Students","Name","FY.2014..Actual.Average.Teacher.Salary","FY.2015..Actual.Average.Teacher.Salary","FY.2014.to.FY.2015.Percent.Increase...Decrease.","FY.2016..Budgeted.Average.Teacher.Salary","FY.2015.to.FY.2016.Percent.Increase...Decrease."
"7933",118,580,"Sch","Norfolk City ","Norview High","High","9",12,"English: Writing","Asian","92","86","100","Norfolk City ","Norview High","Fully Accredited","88","Yes","82","Yes","80","Yes","82","Yes","88","Yes","NORFOLK CITY PBLC SCHS","NORVIEW HIGH","12","14","13","0","0","9","5","92","142","1",1,"47","39","9","16","388",0,"388","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7934",118,580,"Sch","Norfolk City ","Norview High","High","9",12,"History and Social Sciences","Asian","93","92","97","Norfolk City ","Norview High","Fully Accredited","88","Yes","82","Yes","80","Yes","82","Yes","88","Yes","NORFOLK CITY PBLC SCHS","NORVIEW HIGH","12","14","13","0","0","9","5","92","142","1",1,"47","39","9","16","388",0,"388","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7935",118,580,"Sch","Norfolk City ","Norview High","High","9",12,"Science","Hispanic","75","80","71","Norfolk City ","Norview High","Fully Accredited","88","Yes","82","Yes","80","Yes","82","Yes","88","Yes","NORFOLK CITY PBLC SCHS","NORVIEW HIGH","12","14","13","0","0","9","5","92","142","1",1,"47","39","9","16","388",0,"388","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7936",118,580,"Sch","Norfolk City ","Norview High","High","9",12,"Mathematics","Limited English Proficient","92","76","92","Norfolk City ","Norview High","Fully Accredited","88","Yes","82","Yes","80","Yes","82","Yes","88","Yes","NORFOLK CITY PBLC SCHS","NORVIEW HIGH","12","14","13","0","0","9","5","92","142","1",1,"47","39","9","16","388",0,"388","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7937",118,580,"Sch","Norfolk City ","Norview High","High","9",12,"Mathematics","Students with Disabilities","59","62","50","Norfolk City ","Norview High","Fully Accredited","88","Yes","82","Yes","80","Yes","82","Yes","88","Yes","NORFOLK CITY PBLC SCHS","NORVIEW HIGH","12","14","13","0","0","9","5","92","142","1",1,"47","39","9","16","388",0,"388","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7938",118,580,"Sch","Norfolk City ","Norview High","High","9",12,"English: Reading","Male","92","91","89","Norfolk City ","Norview High","Fully Accredited","88","Yes","82","Yes","80","Yes","82","Yes","88","Yes","NORFOLK CITY PBLC SCHS","NORVIEW HIGH","12","14","13","0","0","9","5","92","142","1",1,"47","39","9","16","388",0,"388","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7939",118,580,"Sch","Norfolk City ","Norview High","High","9",12,"English: Writing","Male","87","84","84","Norfolk City ","Norview High","Fully Accredited","88","Yes","82","Yes","80","Yes","82","Yes","88","Yes","NORFOLK CITY PBLC SCHS","NORVIEW HIGH","12","14","13","0","0","9","5","92","142","1",1,"47","39","9","16","388",0,"388","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7940",118,580,"Sch","Norfolk City ","Norview High","High","9",12,"Mathematics","Economically Disadvantaged","78","81","83","Norfolk City ","Norview High","Fully Accredited","88","Yes","82","Yes","80","Yes","82","Yes","88","Yes","NORFOLK CITY PBLC SCHS","NORVIEW HIGH","12","14","13","0","0","9","5","92","142","1",1,"47","39","9","16","388",0,"388","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7941",118,580,"Sch","Norfolk City ","Norview High","High","9",12,"English: Writing","White","93","91","93","Norfolk City ","Norview High","Fully Accredited","88","Yes","82","Yes","80","Yes","82","Yes","88","Yes","NORFOLK CITY PBLC SCHS","NORVIEW HIGH","12","14","13","0","0","9","5","92","142","1",1,"47","39","9","16","388",0,"388","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7942",118,580,"Sch","Norfolk City ","Norview High","High","9",12,"English: Reading","Asian","93","85","100","Norfolk City ","Norview High","Fully Accredited","88","Yes","82","Yes","80","Yes","82","Yes","88","Yes","NORFOLK CITY PBLC SCHS","NORVIEW HIGH","12","14","13","0","0","9","5","92","142","1",1,"47","39","9","16","388",0,"388","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7943",118,580,"Sch","Norfolk City ","Norview High","High","9",12,"Mathematics","White","83","86","85","Norfolk City ","Norview High","Fully Accredited","88","Yes","82","Yes","80","Yes","82","Yes","88","Yes","NORFOLK CITY PBLC SCHS","NORVIEW HIGH","12","14","13","0","0","9","5","92","142","1",1,"47","39","9","16","388",0,"388","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7944",118,580,"Sch","Norfolk City ","Norview High","High","9",12,"Science","Male","85","84","74","Norfolk City ","Norview High","Fully Accredited","88","Yes","82","Yes","80","Yes","82","Yes","88","Yes","NORFOLK CITY PBLC SCHS","NORVIEW HIGH","12","14","13","0","0","9","5","92","142","1",1,"47","39","9","16","388",0,"388","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7945",118,580,"Sch","Norfolk City ","Norview High","High","9",12,"English: Reading","Students with Disabilities","56","53","69","Norfolk City ","Norview High","Fully Accredited","88","Yes","82","Yes","80","Yes","82","Yes","88","Yes","NORFOLK CITY PBLC SCHS","NORVIEW HIGH","12","14","13","0","0","9","5","92","142","1",1,"47","39","9","16","388",0,"388","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7946",118,580,"Sch","Norfolk City ","Norview High","High","9",12,"Science","White","92","89","89","Norfolk City ","Norview High","Fully Accredited","88","Yes","82","Yes","80","Yes","82","Yes","88","Yes","NORFOLK CITY PBLC SCHS","NORVIEW HIGH","12","14","13","0","0","9","5","92","142","1",1,"47","39","9","16","388",0,"388","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7947",118,580,"Sch","Norfolk City ","Norview High","High","9",12,"Science","Limited English Proficient","60","63","59","Norfolk City ","Norview High","Fully Accredited","88","Yes","82","Yes","80","Yes","82","Yes","88","Yes","NORFOLK CITY PBLC SCHS","NORVIEW HIGH","12","14","13","0","0","9","5","92","142","1",1,"47","39","9","16","388",0,"388","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7948",118,580,"Sch","Norfolk City ","Norview High","High","9",12,"History and Social Sciences","Students with Disabilities","47","48","53","Norfolk City ","Norview High","Fully Accredited","88","Yes","82","Yes","80","Yes","82","Yes","88","Yes","NORFOLK CITY PBLC SCHS","NORVIEW HIGH","12","14","13","0","0","9","5","92","142","1",1,"47","39","9","16","388",0,"388","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7949",118,580,"Sch","Norfolk City ","Norview High","High","9",12,"History and Social Sciences","Economically Disadvantaged","76","75","76","Norfolk City ","Norview High","Fully Accredited","88","Yes","82","Yes","80","Yes","82","Yes","88","Yes","NORFOLK CITY PBLC SCHS","NORVIEW HIGH","12","14","13","0","0","9","5","92","142","1",1,"47","39","9","16","388",0,"388","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7950",118,580,"Sch","Norfolk City ","Norview High","High","9",12,"English: Reading","Economically Disadvantaged","89","88","87","Norfolk City ","Norview High","Fully Accredited","88","Yes","82","Yes","80","Yes","82","Yes","88","Yes","NORFOLK CITY PBLC SCHS","NORVIEW HIGH","12","14","13","0","0","9","5","92","142","1",1,"47","39","9","16","388",0,"388","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7951",118,580,"Sch","Norfolk City ","Norview High","High","9",12,"History and Social Sciences","Black","77","76","78","Norfolk City ","Norview High","Fully Accredited","88","Yes","82","Yes","80","Yes","82","Yes","88","Yes","NORFOLK CITY PBLC SCHS","NORVIEW HIGH","12","14","13","0","0","9","5","92","142","1",1,"47","39","9","16","388",0,"388","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7952",118,580,"Sch","Norfolk City ","Norview High","High","9",12,"English: Writing","Students with Disabilities","49","56","63","Norfolk City ","Norview High","Fully Accredited","88","Yes","82","Yes","80","Yes","82","Yes","88","Yes","NORFOLK CITY PBLC SCHS","NORVIEW HIGH","12","14","13","0","0","9","5","92","142","1",1,"47","39","9","16","388",0,"388","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7953",118,580,"Sch","Norfolk City ","Norview High","High","9",12,"English: Writing","Black","83","88","87","Norfolk City ","Norview High","Fully Accredited","88","Yes","82","Yes","80","Yes","82","Yes","88","Yes","NORFOLK CITY PBLC SCHS","NORVIEW HIGH","12","14","13","0","0","9","5","92","142","1",1,"47","39","9","16","388",0,"388","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7954",118,580,"Sch","Norfolk City ","Norview High","High","9",12,"Mathematics","Black","79","81","80","Norfolk City ","Norview High","Fully Accredited","88","Yes","82","Yes","80","Yes","82","Yes","88","Yes","NORFOLK CITY PBLC SCHS","NORVIEW HIGH","12","14","13","0","0","9","5","92","142","1",1,"47","39","9","16","388",0,"388","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7955",118,580,"Sch","Norfolk City ","Norview High","High","9",12,"Science","Black","80","79","73","Norfolk City ","Norview High","Fully Accredited","88","Yes","82","Yes","80","Yes","82","Yes","88","Yes","NORFOLK CITY PBLC SCHS","NORVIEW HIGH","12","14","13","0","0","9","5","92","142","1",1,"47","39","9","16","388",0,"388","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7956",118,580,"Sch","Norfolk City ","Norview High","High","9",12,"English: Writing","Economically Disadvantaged","86","85","85","Norfolk City ","Norview High","Fully Accredited","88","Yes","82","Yes","80","Yes","82","Yes","88","Yes","NORFOLK CITY PBLC SCHS","NORVIEW HIGH","12","14","13","0","0","9","5","92","142","1",1,"47","39","9","16","388",0,"388","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7957",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"History and Social Sciences","Female","70","68","62","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7958",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"Mathematics","Male","70","65","51","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7959",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"English: Writing","Female","79","75","74","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7960",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"English: Reading","Economically Disadvantaged","80","74","78","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7961",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"Mathematics","Students with Disabilities","55","56","29","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7962",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"Science","Economically Disadvantaged","64","60","63","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7963",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"Mathematics","Economically Disadvantaged","65","60","51","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7964",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"History and Social Sciences","Students with Disabilities","54","44","34","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7965",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"Science","Male","71","65","69","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7966",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"English: Writing","Hispanic","78","74","71","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7967",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"Science","Female","64","60","65","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7968",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"History and Social Sciences","Hispanic","76","67","69","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7969",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"English: Reading","Female","85","78","81","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7970",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"History and Social Sciences","Male","75","71","61","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7971",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"Science","Limited English Proficient","50","38","52","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7972",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"English: Writing","Economically Disadvantaged","69","69","68","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7973",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"History and Social Sciences","Asian","95","83","86","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7974",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"Mathematics","Female","67","59","55","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7975",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"English: Writing","Limited English Proficient","<","<","50","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7976",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"English: Reading","Students with Disabilities","58","43","41","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7977",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"English: Reading","Hispanic","94","80","80","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7978",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"English: Reading","Limited English Proficient","<","<","100","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7979",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"English: Writing","Male","68","65","69","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7980",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"History and Social Sciences","Limited English Proficient","75","50","59","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7981",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"Science","Black","61","61","62","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7982",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"English: Reading","Male","81","75","80","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7983",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"English: Writing","White","91","82","78","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7984",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"History and Social Sciences","Economically Disadvantaged","69","65","57","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7985",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"Science","Students with Disabilities","44","38","43","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7986",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"English: Writing","Asian","100","67","100","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7987",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"English: Reading","Black","79","73","80","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7988",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"Science","Hispanic","67","44","83","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7989",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"History and Social Sciences","White","87","85","74","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7990",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"English: Reading","White","97","86","76","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
"7991",118,840,"Sch","Norfolk City ","Lake Taylor High ","High","9",12,"English: Reading","All Students","83","76","81","Norfolk City ","Lake Taylor High ","Partially Accredited: Warned School-Pass Rate","78","Yes","61","No - Warned","69","No - Approaching","62","No - Warned","87","Yes","NORFOLK CITY PBLC SCHS","LAKE TAYLOR HIGH","12","6","4","0","0","1","5","59","80","0",1,"19","16","5","7","203",0,"203","Norfolk City Public Schools",49908,48118,"(3.59%)",48955,"1.74% "
